spill_id,area_km2,confidence,slick_type,season,wind_speed_kts,wave_height_m,lat,lon
SPILL-0000,10.447738759157552,0.776761819607129,Bunker Fuel,Pre-Monsoon,10.100339947564196,0.08408003126341956,7.954613639299636,74.48337243292737
SPILL-0001,5.1961048038747135,0.8598222578032358,Biogenic,NE Monsoon,37.94794398509695,1.476524280722945,19.47060271578565,72.8655959176218
SPILL-0002,12.33520527990779,0.7399944564896437,Crude Oil,Post-Monsoon,6.231184200436241,0.9411003607408606,15.984677622658158,69.44118955497562
SPILL-0003,32.30858040127056,0.9183591287432658,Biogenic,SW Monsoon,25.355127476221696,0.10231049456360193,8.723994955893502,76.56119947086783
SPILL-0004,4.67594503017663,0.5084236303068026,Bilge Sheen,Post-Monsoon,14.831615523599227,0.7356529447280429,8.407859272350343,74.75619230326959
SPILL-0005,4.676029476409573,0.7598769057341919,Crude Oil,NE Monsoon,25.230611342573372,0.795598582097922,20.644402291548886,92.16043464666018
SPILL-0006,34.368281755921004,0.9247129887083673,Crude Oil,Pre-Monsoon,7.300424496311497,0.21750189314617974,17.03800394407118,81.9427206562511
SPILL-0007,14.071876091420298,0.8490129326217108,Bilge Sheen,SW Monsoon,5.316480747004103,3.495836312879395,19.439301989751332,76.6819259757627
SPILL-0008,3.6095321856019114,0.9707163439066254,Crude Oil,NE Monsoon,10.890851451533516,2.276346969881622,20.18468350423401,82.5116900248424
SPILL-0009,10.988134930298783,0.9071638521334359,Bunker Fuel,NE Monsoon,6.3862877555035205,1.3268452683122616,15.576585280724833,71.47991753364239
SPILL-0010,3.633660483727123,0.7533666034765611,Crude Oil,NE Monsoon,12.26778354058862,0.7445354876026627,14.76169527632562,79.10109373005507
SPILL-0011,3.6244308572108204,0.9016742417606088,Bunker Fuel,SW Monsoon,3.389640698793287,0.6367556061082128,13.456411154814854,83.65585803552659
SPILL-0012,7.894438298746153,0.9214286152902911,Crude Oil,SW Monsoon,2.2246394246747427,1.2631288011768702,11.75419881686679,80.22244579481128
SPILL-0013,0.7374121849414211,0.6294152389045081,Bilge Sheen,Pre-Monsoon,13.301299848349615,0.9460889691645509,13.518939412880677,78.0444700163581
SPILL-0014,0.9071843330129239,0.7366250558175691,Biogenic,SW Monsoon,25.746350784463942,0.07715583603255187,18.608194835952347,92.84620972249246
SPILL-0015,3.259206359828283,0.7177764606283579,Biogenic,NE Monsoon,13.64446436062309,0.8621645063208425,16.028851465226975,90.00786905372317
SPILL-0016,1.9855297748665586,0.9379136422031489,Bilge Sheen,Post-Monsoon,14.745071209307763,1.9703757460417588,20.387849349322693,83.585148953986
SPILL-0017,8.547783981074835,0.9691384195747587,Crude Oil,Post-Monsoon,11.17087406364831,0.7377353941586761,13.650700215687817,82.23443402955706
SPILL-0018,2.228154171485588,0.9675690660438957,Bilge Sheen,NE Monsoon,11.811611762904306,0.0640259682101392,16.10634368078131,83.51651199561461
SPILL-0019,1.2794955881808943,0.6922530225782224,Crude Oil,NE Monsoon,3.8407785879700684,1.8516961281734843,16.46961329637983,73.03280269556083
SPILL-0020,30.332314998697946,0.8659407203492075,Crude Oil,NE Monsoon,6.547443785913602,0.2698196804230488,15.875457434594884,77.87844358160797
SPILL-0021,4.719231976265874,0.9610408987132603,Crude Oil,Post-Monsoon,20.9493712467635,0.35909170889804426,17.539506596282745,68.98648832227248
SPILL-0022,6.516132500407791,0.7400994019141717,Bunker Fuel,Post-Monsoon,5.004335606616346,0.21596633210088195,10.561502025622094,79.88865093717067
SPILL-0023,1.2620999935415183,0.8958283012661838,Bilge Sheen,SW Monsoon,8.730507273614876,0.480958332566057,14.68545666318686,81.57561459894158
SPILL-0024,3.3240336590911355,0.6704631145349559,Bilge Sheen,Pre-Monsoon,20.71468583888156,1.6964060973798194,8.563372042125215,73.69374340258024
SPILL-0025,6.834715523001485,0.8327821105538566,Bunker Fuel,Pre-Monsoon,11.619394127350024,0.8792286402288515,12.767669914672188,92.10072117913785
SPILL-0026,1.7055831314368881,0.8428165508123118,Crude Oil,Post-Monsoon,11.970946005356902,0.2751166017445061,14.315006029318965,90.73636527343105
SPILL-0027,9.145553639853667,0.8067401567701546,Biogenic,Pre-Monsoon,8.772250710984324,2.522810881518585,16.783363893182088,86.05358088639764
SPILL-0028,3.124572397698133,0.8674116145780711,Bunker Fuel,NE Monsoon,15.992781920469364,2.5401420612958012,21.257965788793054,81.33466571913407
SPILL-0029,4.389155656544105,0.7752654625939803,Bunker Fuel,NE Monsoon,18.215633029821575,2.453616216122924,16.009765998225337,89.74922899119213
SPILL-0030,3.1209040721056676,0.8752000022034242,Crude Oil,NE Monsoon,6.312259284192606,0.3274249996883049,18.153908742648397,71.26630859558658
SPILL-0031,46.40958461874904,0.8511242136991019,Bilge Sheen,NE Monsoon,4.119967963521789,0.7201114757187516,14.59399089242804,87.76274485687212
SPILL-0032,5.960492147716105,0.5,Bilge Sheen,SW Monsoon,2.606494206567749,5.038818869915941,16.51156047064497,71.1205203491712
SPILL-0033,1.8898887750283309,0.7957034995907721,Crude Oil,Pre-Monsoon,14.34081841141548,1.7741572466193343,8.063983242006602,87.85526656373514
SPILL-0034,14.951317205002665,0.909885542299016,Crude Oil,NE Monsoon,13.411498827901482,0.03305193436425783,10.815873712627704,74.89418920628393
SPILL-0035,1.5794425763815323,0.8781657552848494,Bilge Sheen,NE Monsoon,36.64325415388112,0.08091310538293262,12.427796398077081,89.92726452545472
SPILL-0036,7.612182728796149,0.8950601756023749,Bilge Sheen,SW Monsoon,11.210151566505147,0.7481917173252755,14.087400325097704,91.60105234563494
SPILL-0037,0.7007268424657919,0.8843324156095349,Crude Oil,Pre-Monsoon,10.033673308295416,2.8791822595844168,7.6847311825357565,71.7198992351279
SPILL-0038,1.4035368134343633,0.7642921726770714,Biogenic,SW Monsoon,12.51033191851026,0.9284527032047045,9.100361463299766,79.56689012663483
SPILL-0039,7.512342686852366,0.9093931521217,Crude Oil,SW Monsoon,12.90899425108002,0.8265380868586705,11.152214616869587,92.52468445406713
